crime_category,crime_type,chrgcnt,ucr,district,beat_number,map_reference,incident_number,time_from,time_to,date_from,date_to,crimeday,location_category,lat,lon,apartment_complex,residential_subdivision,activity_date,phxrecordstatus,phxcommunity,phxstatus,record,offensecategory,violentproperty,domestic,location,radio,street
ALL OTHER,DRUG ACTIVITY,,2690,D1,113,P030,17000117,0001-01-01 08:15:00+00:00,0001-01-01 08:15:00+00:00,1/4/2017,1/4/2017,WEDNESDAY,TOWN OWNED,35.80865313,-78.77037171,,HEARTHSTONE,,,No,,19389,All Other Offenses,All Other,N,35.808653128; -78.77037171,Everything,
ALL OTHER,DRUG ACTIVITY,,2690,D1,113,P034,17005801,0001-01-01 23:39:47+00:00,0001-01-01 23:39:48+00:00,7/8/2017,7/8/2017,SATURDAY,TOWN OWNED,35.79767801,-78.74959627,,COOPER SUBDIVISION,,,No,,19401,All Other Offenses,All Other,N,35.797678005; -78.74959627,Everything,
ALL OTHER,DRUG ACTIVITY,,2690,D1,113,P060,17008211,0001-01-01 16:34:20+00:00,0001-01-01 16:34:21+00:00,9/22/2017,9/22/2017,FRIDAY,TOWN OWNED,35.78974193,-78.77963612,,TOWN HALL CAMPUS,,,No,,19411,All Other Offenses,All Other,N,35.789741928; -78.77963612,Everything,
ALL OTHER,DRUG ACTIVITY,,2690,D2,122,P015,17006666,0001-01-01 19:09:00+00:00,0001-01-01 19:10:00+00:00,8/6/2017,8/6/2017,SUNDAY,TOWN OWNED,35.82122904,-78.89867603,THE RESERVE AT CARY PARK APTS.,THE RESERVE AT CARY PARK,19-Sep-12,Active,Yes,Active,19490,All Other Offenses,All Other,N,35.821229042; -78.89867603,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,111,P024,17002379,0001-01-01 19:44:00+00:00,0001-01-01 19:44:00+00:00,3/20/2017,3/20/2017,MONDAY,TOWN OWNED,35.80364964,-78.78350482,,NORTHWOODS UNDEV,,,No,,21200,Drugs,Part II,N,35.803649638; -78.78350482,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D1,111,P025,17001586,0001-01-01 15:55:57+00:00,0001-01-01 15:55:58+00:00,2/22/2017,2/22/2017,WEDNESDAY,TOWN OWNED,35.792873,-78.78855247,,,,,No,,21215,Drugs,Part II,N,35.792872998; -78.78855247,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D3,112,P083,17004788,0001-01-01 12:04:04+00:00,0001-01-01 12:04:05+00:00,6/5/2017,6/5/2017,MONDAY,TOWN OWNED,35.76746819,-78.74149834,,SOUTH HILLS SHOPPING CENTER,,,No,,84362,Vandalism,Part II,N,35.767468186; -78.74149834,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,113,P030,17006488,0001-01-01 02:00:00+00:00,0001-01-01 13:18:21+00:00,8/1/2017,8/1/2017,TUESDAY,TOWN OWNED,35.80394037,-78.77610819,GREGORY NORTH,LANDMARK AT EAGLE LANDING,24-Aug-11,Active,Yes,Active,84441,Vandalism,Part II,N,35.80394037; -78.77610819,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,113,P032,17007320,0001-01-01 04:00:00+00:00,0001-01-01 04:08:30+00:00,8/26/2017,8/26/2017,SATURDAY,TOWN OWNED,35.79364497,-78.78096884,,TCAP ZONE,,,No,,84533,Vandalism,Part II,Y,35.79364497; -78.78096884,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,114,P008,17000585,0001-01-01 03:00:00+00:00,0001-01-01 14:10:10+00:00,1/19/2017,1/20/2017,FRIDAY,TOWN OWNED,35.77698007,-78.80366947,,MAYNARD LOOP ZONE,,,No,,84578,Vandalism,Part II,N,35.776980073; -78.80366947,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,114,P026,16009097,0001-01-01 21:00:00+00:00,0001-01-01 02:00:00+00:00,10/21/2016,10/22/2016,SATURDAY,TOWN OWNED,35.78972718,-78.80343621,,DUTCHESS VILLAGE,,,No,,84644,Vandalism,Part II,N,35.789727181; -78.80343621,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,114,P026,17002297,0001-01-01 21:00:00+00:00,0001-01-01 07:40:08+00:00,3/17/2017,3/18/2017,SATURDAY,TOWN OWNED,35.79089941,-78.79786967,,OAKWOOD HEIGHTS,,,No,,84649,Vandalism,Part II,N,35.790899411; -78.79786967,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,114,P036,17002542,0001-01-01 13:30:00+00:00,0001-01-01 17:45:00+00:00,3/24/2017,3/24/2017,FRIDAY,TOWN OWNED,35.7846525,-78.79161397,,TCAP ZONE,,,No,,84756,Vandalism,Part II,N,35.784652503; -78.79161397,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,114,P063,16008913,0001-01-01 12:00:00+00:00,0001-01-01 14:04:00+00:00,10/16/2016,10/17/2016,MONDAY,TOWN OWNED,35.79951783,-78.80992094,,PRESTON EAST INDUSTRIAL PARK,,,No,,84782,Vandalism,Part II,N,35.799517831; -78.80992094,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,114,P065,16008635,0001-01-01 10:45:00+00:00,0001-01-01 10:45:00+00:00,10/8/2016,10/8/2016,SATURDAY,TOWN OWNED,35.79015528,-78.8246124,MARQUIS AT PRESTON APTS.,MARQUIS AT PRESTON APTS,,Inactive,Yes,Inactive,84843,Vandalism,Part II,N,35.79015528; -78.8246124,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,114,P065,16011132,0001-01-01 21:41:55+00:00,0001-01-01 21:41:56+00:00,12/22/2016,12/22/2016,THURSDAY,TOWN OWNED,35.7858102,-78.81079608,,MAYNARD CROSSING,,,No,,84847,Vandalism,Part II,N,35.785810196; -78.81079608,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,114,P065,17001889,0001-01-01 10:23:00+00:00,0001-01-01 10:23:33+00:00,3/5/2017,3/5/2017,SUNDAY,TOWN OWNED,35.78959269,-78.82489602,MARQUIS AT PRESTON APTS.,MARQUIS AT PRESTON APTS,,Inactive,Yes,Inactive,84852,Vandalism,Part II,Y,35.789592685; -78.82489602,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,114,P065,17002286,0001-01-01 22:48:55+00:00,0001-01-01 22:48:56+00:00,3/17/2017,3/17/2017,FRIDAY,TOWN OWNED,35.78427416,-78.81238435,,MAYNARD CROSSING,,,No,,84854,Vandalism,Part II,N,35.784274164; -78.81238435,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D3,115,P005,16009616,0001-01-01 13:43:00+00:00,0001-01-01 14:00:00+00:00,11/4/2016,11/4/2016,FRIDAY,TOWN OWNED,35.74379551,-78.78121833,,,,,No,,84894,Vandalism,Part II,N,35.743795514; -78.78121833,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D3,115,P039,17005203,0001-01-01 12:00:00+00:00,0001-01-01 12:00:00+00:00,4/15/2017,4/16/2017,SUNDAY,TOWN OWNED,35.76461587,-78.78578976,CARY PINES TOWNHOMES,CARY PINES TOWNHOMES,26-Jan-12,Active,Yes,Active,85062,Vandalism,Part II,N,35.764615873; -78.78578976,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D3,115,P040,17002274,0001-01-01 12:00:00+00:00,0001-01-01 15:00:00+00:00,3/17/2017,3/17/2017,FRIDAY,TOWN OWNED,35.7542099,-78.80685919,,ROYAL RIDGE,,,No,,85108,Vandalism,Part II,N,35.754209901; -78.80685919,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D3,116,,17006832,0001-01-01 15:00:00+00:00,0001-01-01 15:00:00+00:00,8/11/2017,8/11/2017,FRIDAY,TOWN OWNED,,,,,,,No,,85162,Vandalism,Part II,N,,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D3,116,P043,17001219,0001-01-01 08:00:00+00:00,0001-01-01 14:45:00+00:00,2/10/2017,2/10/2017,FRIDAY,TOWN OWNED,35.72938959,-78.79953949,,REGENCY PARK,,,No,,85222,Vandalism,Part II,N,35.729389594; -78.79953949,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D3,116,P048,17000369,0001-01-01 17:25:00+00:00,0001-01-01 17:30:00+00:00,1/13/2017,1/13/2017,FRIDAY,TOWN OWNED,35.69023844,-78.79882814,,WOODHAVEN BAPTIST CHURCH,,,No,,85250,Vandalism,Part II,N,35.69023844; -78.79882814,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D3,116,P053,17001013,0001-01-01 18:45:00+00:00,0001-01-01 18:59:22+00:00,2/3/2017,2/3/2017,FRIDAY,TOWN OWNED,35.73727211,-78.78216601,,CRESCENT COMMONS SHOP CENTER,,,No,,85390,Vandalism,Part II,N,35.737272111; -78.78216601,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D2,117,P001,17000428,0001-01-01 17:30:00+00:00,0001-01-01 07:30:00+00:00,1/15/2017,1/16/2017,MONDAY,TOWN OWNED,35.78102418,-78.82537225,,FRED G BOND PARK,,,No,,85434,Vandalism,Part II,N,35.781024183; -78.82537225,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D2,117,P001,17005645,0001-01-01 12:00:00+00:00,0001-01-01 07:30:00+00:00,7/1/2017,7/3/2017,MONDAY,TOWN OWNED,35.78102418,-78.82537225,,FRED G BOND PARK,,,No,,85436,Vandalism,Part II,N,35.781024183; -78.82537225,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D2,117,P009,16008986,0001-01-01 01:30:00+00:00,0001-01-01 09:00:00+00:00,10/19/2016,10/19/2016,WEDNESDAY,TOWN OWNED,35.76998461,-78.81009146,,FOXDALE RUN,,,No,,85456,Vandalism,Part II,N,35.769984609; -78.81009146,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D2,117,P009,16010480,0001-01-01 22:00:00+00:00,0001-01-01 21:48:00+00:00,12/4/2016,12/5/2016,MONDAY,TOWN OWNED,35.77160841,-78.81408031,BRAMPTON MOORS APTS.,BRAMPTON MOORS APTS,24-Aug-11,Suspende,Yes,Inactive,85457,Vandalism,Part II,Y,35.771608409; -78.81408031,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D2,117,P009,17001874,0001-01-01 14:00:00+00:00,0001-01-01 14:33:52+00:00,3/4/2017,3/4/2017,SATURDAY,TOWN OWNED,35.76588157,-78.82196663,,BROOKGREEN,,,No,,85458,Vandalism,Part II,N,35.765881571; -78.82196663,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D2,117,P068,16010236,0001-01-01 22:00:00+00:00,0001-01-01 22:30:00+00:00,11/27/2016,11/27/2016,SUNDAY,TOWN OWNED,35.78148021,-78.81785273,,HOLLOWAY,,,No,,85605,Vandalism,Part II,N,35.781480214; -78.81785273,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D2,117,P071,17004688,0001-01-01 01:21:32+00:00,0001-01-01 01:21:33+00:00,6/2/2017,6/2/2017,FRIDAY,TOWN OWNED,35.76822595,-78.84909791,,SHERWOOD GREENS,,,No,,85671,Vandalism,Part II,N,35.768225951; -78.84909791,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D3,118,P004,17000019,0001-01-01 13:45:00+00:00,0001-01-01 13:55:00+00:00,1/1/2017,1/1/2017,SUNDAY,TOWN OWNED,35.74602047,-78.75925971,,WELLINGTON PLACE,,,No,,85756,Vandalism,Part II,Y,35.746020471; -78.75925971,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D3,118,P004,17005945,0001-01-01 14:56:59+00:00,0001-01-01 14:57:00+00:00,6/1/2017,7/13/2017,THURSDAY,TOWN OWNED,35.7407958,-78.75688265,,LOCHMERE VILLAGE,,,No,,85759,Vandalism,Part II,N,35.7407958; -78.75688265,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D3,118,P046,17001708,0001-01-01 16:19:00+00:00,0001-01-01 16:19:00+00:00,2/26/2017,2/26/2017,SUNDAY,TOWN OWNED,35.74436593,-78.74281903,,COLONIAL BAPTIST CHURCH,,,No,,85839,Vandalism,Part II,N,35.744365927; -78.74281903,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D3,118,P046,17003113,0001-01-01 08:00:58+00:00,0001-01-01 08:20:59+00:00,4/14/2017,4/14/2017,FRIDAY,TOWN OWNED,35.74813606,-78.74580649,,TRYON VILLAGE SHOPPING CENTER,,,No,,85842,Vandalism,Part II,Y,35.748136055; -78.74580649,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D3,118,P046,17008095,0001-01-01 12:56:00+00:00,0001-01-01 13:00:00+00:00,9/19/2017,9/19/2017,TUESDAY,TOWN OWNED,35.74716905,-78.74321454,,TRYON VILLAGE SHOPPING CENTER,,,No,,85843,Vandalism,Part II,Y,35.747169049; -78.74321454,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D2,119,P074,17004846,0001-01-01 19:30:00+00:00,0001-01-01 19:31:00+00:00,6/6/2017,6/6/2017,TUESDAY,TOWN OWNED,35.85045,-78.89326436,PARKSIDE PLACE,PARKSIDE TOWN COMMONS,,Inactive,Yes,Active,85985,Vandalism,Part II,Y,35.850450003; -78.89326436,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D2,119,P074,17005090,0001-01-01 16:00:00+00:00,0001-01-01 20:30:58+00:00,6/7/2017,6/14/2017,WEDNESDAY,TOWN OWNED,35.84931943,-78.89256696,PARKSIDE PLACE,PARKSIDE TOWN COMMONS,,Inactive,Yes,Active,85986,Vandalism,Part II,N,35.849319425; -78.89256696,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D2,119,P074,17005933,0001-01-01 17:00:00+00:00,0001-01-01 08:30:00+00:00,7/12/2017,7/13/2017,THURSDAY,TOWN OWNED,35.84232983,-78.90331465,,AMBERLY MEDICAL OFFICE BUILDING,,,No,,85988,Vandalism,Part II,N,35.842329825; -78.90331465,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D2,119,P076,17006119,0001-01-01 18:00:00+00:00,0001-01-01 07:29:43+00:00,7/18/2017,7/19/2017,WEDNESDAY,TOWN OWNED,35.8359635,-78.912025,,COUNTY JURISDICTION,,,No,,86021,Vandalism,Part II,N,35.835963495; -78.912025,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D2,119,P124,17006179,0001-01-01 12:12:43+00:00,0001-01-01 13:12:44+00:00,7/21/2017,7/21/2017,FRIDAY,TOWN OWNED,35.84659344,-78.88870031,,PARKSIDE TOWN COMMONS,,,No,,86109,Vandalism,Part II,N,35.846593442; -78.88870031,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,120,P057,16009232,0001-01-01 15:30:00+00:00,0001-01-01 15:30:00+00:00,10/27/2016,10/27/2016,THURSDAY,TOWN OWNED,35.77950479,-78.76043824,OXFORD SQUARE APTS.,OXFORD SQUARE APARTMENTS,24-Aug-11,Active,Yes,Active,86251,Vandalism,Part II,N,35.779504787; -78.76043824,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,120,P057,17000051,0001-01-01 12:45:00+00:00,0001-01-01 01:00:00+00:00,1/3/2017,1/3/2017,TUESDAY,TOWN OWNED,35.78116158,-78.76070603,,VILLAGE GREEN TOWNHOMES,,,No,,86254,Vandalism,Part II,N,35.781161583; -78.76070603,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,120,P057,17002744,0001-01-01 22:00:00+00:00,0001-01-01 08:00:00+00:00,3/31/2017,4/1/2017,SATURDAY,TOWN OWNED,35.78047095,-78.76078056,OXFORD SQUARE APTS.,OXFORD SQUARE APARTMENTS,24-Aug-11,Active,Yes,Active,86257,Vandalism,Part II,N,35.780470947; -78.76078056,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,120,P057,17004407,0001-01-01 03:01:14+00:00,0001-01-01 03:01:15+00:00,5/24/2017,5/24/2017,WEDNESDAY,TOWN OWNED,35.77991829,-78.76055293,OXFORD SQUARE APTS.,OXFORD SQUARE APARTMENTS,24-Aug-11,Active,Yes,Active,86258,Vandalism,Part II,N,35.77991829; -78.76055293,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,120,P057,17006710,0001-01-01 02:29:01+00:00,0001-01-01 02:29:02+00:00,8/8/2017,8/8/2017,TUESDAY,TOWN OWNED,35.77946274,-78.76141188,OXFORD SQUARE APTS.,OXFORD SQUARE APARTMENTS,24-Aug-11,Active,Yes,Active,86259,Vandalism,Part II,N,35.779462741; -78.76141188,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,120,P058,17005591,0001-01-01 22:00:00+00:00,0001-01-01 06:36:59+00:00,6/30/2017,7/1/2017,SATURDAY,TOWN OWNED,35.7803351,-78.77389102,,CORONADO VILLAGE,,,No,,86290,Vandalism,Part II,N,35.780335103; -78.77389102,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,120,P061,16010511,0001-01-01 15:15:00+00:00,0001-01-01 15:16:00+00:00,12/6/2016,12/6/2016,TUESDAY,TOWN OWNED,35.77675015,-78.76675379,,CARY VILLAGE SQUARE,,,No,,86374,Vandalism,Part II,N,35.776750145; -78.76675379,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,120,P061,17006349,0001-01-01 13:15:00+00:00,0001-01-01 22:15:00+00:00,7/26/2017,7/26/2017,WEDNESDAY,TOWN OWNED,35.77003391,-78.76016586,,,,,No,,86379,Vandalism,Part II,N,35.770033906; -78.76016586,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,120,P062,17003851,0001-01-01 01:00:00+00:00,0001-01-01 08:00:00+00:00,5/7/2017,5/7/2017,SUNDAY,TOWN OWNED,35.78149407,-78.77665245,,TCAP ZONE,,,No,,86414,Vandalism,Part II,N,35.781494066; -78.77665245,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D1,120,P121,17006207,0001-01-01 13:16:43+00:00,0001-01-01 13:16:44+00:00,7/22/2017,7/22/2017,SATURDAY,TOWN OWNED,35.77385099,-78.75931174,,CARY TOWNE CENTER,,,No,,86437,Vandalism,Part II,N,35.77385099; -78.75931174,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D2,121,P011,17007624,0001-01-01 18:37:00+00:00,0001-01-01 18:37:00+00:00,9/4/2017,9/4/2017,MONDAY,TOWN OWNED,35.82907283,-78.84469996,,,,,No,,86455,Vandalism,Part II,N,35.829072825; -78.84469996,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D2,121,P069,16009534,0001-01-01 19:00:00+00:00,0001-01-01 21:00:00+00:00,11/5/2016,11/5/2016,SATURDAY,TOWN OWNED,35.82121842,-78.87058746,,NORTHWEST ZONE,,,No,,86535,Vandalism,Part II,N,35.821218417; -78.87058746,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D2,121,P073,17001965,0001-01-01 18:59:01+00:00,0001-01-01 18:59:02+00:00,3/7/2017,3/7/2017,TUESDAY,TOWN OWNED,35.83426116,-78.86439263,,MCCRIMMON AT THE PARK (TOC),,,No,,86579,Vandalism,Part II,N,35.834261163; -78.86439263,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D2,122,P015,17004224,0001-01-01 23:00:00+00:00,0001-01-01 07:50:00+00:00,5/17/2017,5/18/2017,THURSDAY,TOWN OWNED,35.82113406,-78.8992555,THE RESERVE AT CARY PARK APTS.,THE RESERVE AT CARY PARK,19-Sep-12,Active,Yes,Active,86611,Vandalism,Part II,N,35.821134055; -78.8992555,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D2,122,P015,17005291,0001-01-01 19:15:00+00:00,0001-01-01 06:30:00+00:00,6/16/2017,6/22/2017,THURSDAY,TOWN OWNED,35.82077057,-78.89886804,,GROVE AT CARY PARK,,,No,,86613,Vandalism,Part II,N,35.820770573; -78.89886804,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D2,122,P015,17007374,0001-01-01 13:00:00+00:00,0001-01-01 20:30:00+00:00,8/27/2017,8/27/2017,SUNDAY,TOWN OWNED,35.81857715,-78.89899727,GROVE AT CARY PARK APTS.,,1-Mar-11,Active,Yes,Active,86619,Vandalism,Part II,N,35.818577153; -78.89899727,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D2,122,P072,16008565,0001-01-01 19:00:00+00:00,0001-01-01 10:00:00+00:00,10/5/2016,10/6/2016,THURSDAY,TOWN OWNED,35.799675,-78.87372907,WESTWOOD PARK APTS.,WESTWOOD PARK APARTMENTS,24-Aug-11,Active,Yes,Active,86633,Vandalism,Part II,N,35.799675; -78.87372907,Everything,
ALL OTHER,VANDALISM - DAMAGE TO PROPERTY,,1400,D2,122,P077,17007139,0001-01-01 20:00:00+00:00,0001-01-01 19:00:00+00:00,8/19/2017,8/20/2017,SUNDAY,TOWN OWNED,35.79472453,-78.88809728,,HIGHCROFT,,,No,,86647,Vandalism,Part II,N,35.79472453; -78.88809728,Everything,
ALL OTHER,VANDALISM - GRAFFITI,,1400,D1,113,P032,17006346,0001-01-01 21:40:08+00:00,0001-01-01 21:50:09+00:00,7/26/2017,7/26/2017,WEDNESDAY,TOWN OWNED,35.80471583,-78.78056788,,HARRISON POINTE SHOP CENTER,,,No,,86735,Vandalism,Part II,N,35.804715826; -78.78056788,Everything,
ALL OTHER,VANDALISM - GRAFFITI,,1400,D2,119,P016,16008919,0001-01-01 12:00:00+00:00,0001-01-01 14:44:00+00:00,10/17/2016,10/17/2016,MONDAY,TOWN OWNED,35.8292229,-78.90035993,,,,,No,,86916,Vandalism,Part II,N,35.829222897; -78.90035993,Everything,
ALL OTHER,VANDALISM - GRAFFITI,,1400,D1,120,P062,17003981,0001-01-01 10:51:07+00:00,0001-01-01 10:51:08+00:00,5/10/2017,5/11/2017,THURSDAY,TOWN OWNED,35.77356675,-78.76858342,,LIONS PARK,,,No,,86980,Vandalism,Part II,N,35.773566752; -78.76858342,Everything,
ALL OTHER,VANDALISM - GRAFFITI,,1400,D2,122,P015,17005204,0001-01-01 09:53:54+00:00,0001-01-01 09:53:55+00:00,6/19/2017,6/19/2017,MONDAY,TOWN OWNED,35.81884628,-78.90244761,,,,,No,,87003,Vandalism,Part II,N,35.818846284; -78.90244761,Everything,
ALL OTHER,VANDALISM - GRAFFITI,,1400,D2,122,P015,17005361,0001-01-01 16:00:00+00:00,0001-01-01 16:00:00+00:00,6/23/2017,6/23/2017,FRIDAY,TOWN OWNED,35.81715411,-78.90262336,,,,,No,,87004,Vandalism,Part II,N,35.817154108; -78.90262336,Everything,
ALL OTHER,VANDALISM - GRAFFITI,,1400,D2,122,P077,17004784,0001-01-01 10:00:00+00:00,0001-01-01 10:10:00+00:00,5/29/2017,6/5/2017,MONDAY,TOWN OWNED,35.79295012,-78.87057115,,,,,No,,87006,Vandalism,Part II,,35.792950117; -78.87057115,Everything,
ALL OTHER,WEAPONS - CARRYING A CONCEALING WEAPON,,1530,D3,112,P083,17008081,0001-01-01 23:42:34+00:00,0001-01-01 23:43:35+00:00,9/18/2017,9/18/2017,MONDAY,TOWN OWNED,35.76277194,-78.74571456,,,,,No,,87149,Weapons,Part II,N,35.762771941; -78.74571456,Everything,
ALL OTHER,WEAPONS - CARRYING A CONCEALING WEAPON,,1530,D2,117,P018,17005414,0001-01-01 10:50:00+00:00,0001-01-01 11:32:21+00:00,6/26/2017,6/26/2017,MONDAY,TOWN OWNED,35.78924488,-78.82980536,,PRESTON CORNERS SHOP CENTER,,,No,,87190,Weapons,Part II,N,35.789244883; -78.82980536,Everything,
ALL OTHER,WEAPONS - CARRYING A CONCEALING WEAPON,,1530,D1,120,P057,17001473,0001-01-01 18:06:05+00:00,0001-01-01 18:06:06+00:00,2/21/2017,2/21/2017,TUESDAY,TOWN OWNED,35.7800839,-78.76119933,OXFORD SQUARE APTS.,OXFORD SQUARE APARTMENTS,24-Aug-11,Active,Yes,Active,87212,Weapons,Part II,N,35.780083903; -78.76119933,Everything,
ALL OTHER,WEAPONS - CARRYING A CONCEALING WEAPON,,1530,D1,120,P121,17007756,0001-01-01 12:20:00+00:00,0001-01-01 12:31:43+00:00,9/8/2017,9/8/2017,FRIDAY,TOWN OWNED,35.77385099,-78.75931174,,CARY TOWNE CENTER,,,No,,87228,Weapons,Part II,N,35.77385099; -78.75931174,Everything,
ALL OTHER,WEAPONS - OTHER,,1590,D3,112,P083,17000137,0001-01-01 07:30:00+00:00,0001-01-01 08:23:00+00:00,1/5/2017,1/5/2017,THURSDAY,TOWN OWNED,35.76406552,-78.74339687,,SOUTH HILLS SHOPPING CENTER,,,No,,87279,Weapons,Part II,Y,35.76406552; -78.74339687,Everything,
ALL OTHER,WEAPONS - OTHER,,1590,D3,115,P040,17007187,0001-01-01 12:43:10+00:00,0001-01-01 12:45:11+00:00,8/22/2017,8/22/2017,TUESDAY,TOWN OWNED,35.75486127,-78.81956416,,HIGHLANDS,,,,,,,,,,,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,112,P027,16011080,0001-01-01 15:30:00+00:00,0001-01-01 15:32:00+00:00,12/21/2016,12/21/2016,WEDNESDAY,TOWN OWNED,35.74861325,-78.77190784,,,,,No,,21297,Drugs,Part II,N,35.748613249; -78.77190784,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,112,P027,17001904,0001-01-01 22:16:48+00:00,0001-01-01 22:16:49+00:00,3/5/2017,3/5/2017,SUNDAY,TOWN OWNED,35.75791299,-78.78301415,,SHOPPES OF KILDAIRE,,,No,,21298,Drugs,Part II,N,35.757912985; -78.78301415,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,112,P027,17005804,0001-01-01 12:35:00+00:00,0001-01-01 12:35:00+00:00,7/9/2017,7/9/2017,SUNDAY,TOWN OWNED,35.76486144,-78.78348136,,,,,No,,21299,Drugs,Part II,N,35.764861441; -78.78348136,Everything,
ALL OTHER,DRUGS - DRUG VIOLATIONS (POSS./SELL/MAN./DEL./TRNSPRT/CULT.),,1810,D3,112,P083,17006217,0001-01-01 12:30:00+00:00,0001-01-01 12:31:00+00:00,7/23/2017,7/23/2017,SUNDAY,TOWN OWNED,35.76765915,-78.74094236,,COUNTY JURISDICTION,,,No,,21434,Drugs,Part II,N,35.767659152; -78.74094236,Everything,
